0|67.9271471024706
93.75|159.891684491303
187.5|219.820998594016
281.25|287.170210039823
375|335.046883026207
468.75|352.318456449129
562.5|344.963490411347
656.25|326.478742901198
750|306.834913487558
843.75|288.10347624853
937.5|267.639024260217
1031.25|243.824809401446
1125|219.08081112996
1218.75|198.60380379263
1312.5|186.947202998266
1406.25|185.437180750201
1500|191.947824535166
1593.75|202.573987103363
1687.5|213.691882437609
1781.25|223.116232364907
1875|229.992515610042
1968.75|233.950984053515
2062.5|234.393940331007
2156.25|230.450283772168
2250|221.502986641189
2343.75|207.820758461972
2437.5|190.848352475366
2531.25|172.962761566229
2625|156.780490603714
2718.75|144.297537476158
2812.5|136.24089809185
2906.25|131.96228146836
3000|129.926455688352
3093.75|128.492777248974
3187.5|126.554672357109
3281.25|123.754922575042
3375|120.311234789947
3468.75|116.699704122728
3562.5|113.396105882612
3656.25|110.720211035478
3750|108.760758233182
3843.75|107.385370516334
3937.5|106.339126674439
4031.25|105.369647581794
4125|104.277041795912
4218.75|102.87074727094
4312.5|100.940414901803
4406.25|98.3374887857258
4500|95.1142496391148
4593.75|91.5547357395916
4687.5|88.0150379369657
4781.25|84.6850952902333
4875|81.4756328181572
4968.75|78.1190780731368
5062.5|74.3700573116844
5156.25|70.1353739607708
5250|65.4697371204024
5343.75|60.4980710471395
5437.5|55.3710622298531
5531.25|50.2872058221325
5625|45.5263379852918
5718.75|41.4326696543337
5812.5|38.3256644066441
5906.25|36.3721739068738
6000|35.4937744430218
6093.75|35.3812189565078
6187.5|35.6329243479183
6281.25|35.9456482690053
6375|36.2372816921156
6468.75|36.619503136992
6562.5|37.2433418708323
6656.25|38.1407623951097
6750|39.1880071759853
6843.75|40.2192596797253
6937.5|41.1977158274553
7031.25|42.2934579575938
7125|43.7784100797669
7218.75|45.7818709183788
7312.5|48.0666499412936
7406.25|50.011292604229
7500|50.8618628164068
7593.75|50.118141743073
7687.5|47.8131334976315
7781.25|44.5084616977879
7875|41.0148307546317
7968.75|38.0298348618453
8062.5|35.9182990607118
8156.25|34.7239120595087
8250|34.3254018087525
8343.75|34.5739423459495
8437.5|35.3145811518516
8531.25|36.3252958291064
8625|37.2823227700671
8718.75|37.8337025260606
8812.5|37.7567971018437
8906.25|37.0797338043283
9000|36.0703026099735
9093.75|35.1000561721911
9187.5|34.4716069802375
9281.25|34.31365205446
9375|34.5837529687776
9468.75|35.1346007321429
9562.5|35.7816377140098
9656.25|36.3504373333751
9750|36.7192780104837
9843.75|36.8592142348547
9937.5|36.8411263382289
10031.25|36.7827113420531
10125|36.7540758365396
10218.75|36.7119833257521
10312.5|36.5262116290067
10406.25|36.0851570034517
10500|35.3986533666289
10593.75|34.6169728195381
10687.5|33.9461270406998
10781.25|33.5185942245475
10875|33.3124574190093
10968.75|33.166370934136
11062.5|32.8719308904562
11156.25|32.2868942779951
11250|31.4071734929979
11343.75|30.372050988212
11437.5|29.4141618444766
11531.25|28.7796377562292
11625|28.6473865039806
