0.0	856.620261707
93.75	1264.05419829
187.5	739.503018081
281.25	627.245583867
375.0	461.845620589
468.75	304.650314686
562.5	217.30105857
656.25	363.774541399
750.0	284.858477977
843.75	272.420181308
937.5	328.415899661
1031.25	312.842701043
1125.0	145.053875808
1218.75	142.779500765
1312.5	144.117787974
1406.25	127.845775967
1500.0	201.145102083
1593.75	228.434751325
1687.5	239.994424228
1781.25	230.703770717
1875.0	198.962480577
1968.75	270.929168584
2062.5	223.271158706
2156.25	227.027061584
2250.0	286.146255531
2343.75	178.66356306
2437.5	239.344929965
2531.25	163.970196053
2625.0	123.040620805
2718.75	145.729819675
2812.5	111.796584504
2906.25	105.261653026
3000.0	132.639050855
3093.75	151.451777698
3187.5	95.729222133
3281.25	126.761271769
3375.0	113.910170847
3468.75	106.602868779
3562.5	126.485865254
3656.25	94.584506725
3750.0	87.7906572872
3843.75	116.19799582
3937.5	123.666342283
4031.25	90.5619382345
4125.0	116.722110392
4218.75	95.538376142
4312.5	96.9027600647
4406.25	108.121647015
4500.0	76.3990054362
4593.75	97.1092461561
4687.5	81.5335862086
4781.25	80.368325949
4875.0	95.6861118057
4968.75	75.3031797698
5062.5	90.1170308498
5156.25	83.6536519481
5250.0	57.3764863911
5343.75	72.5746430978
5437.5	57.203927836
5531.25	44.0830826101
5625.0	46.3802417757
5718.75	41.81180017
5812.5	35.5847483522
5906.25	29.9475338074
6000.0	35.1325487866
6093.75	39.7745134291
6187.5	29.8010602998
6281.25	48.7558946939
6375.0	38.040199199
6468.75	27.5279347955
6562.5	39.9979072602
6656.25	29.3489940717
6750.0	51.6333300065
6843.75	39.0858236567
6937.5	28.9859676722
7031.25	50.1517593895
7125.0	23.7872596292
7218.75	49.2180135832
7312.5	48.5635608175
7406.25	31.469376119
7500.0	88.2149533658
7593.75	54.5439836975
7687.5	45.3696671218
7781.25	52.1972557454
7875.0	22.3781455408
7968.75	43.1222777139
8062.5	34.943698031
8156.25	31.3597012517
8250.0	35.6352912375
8343.75	26.0208484106
8437.5	49.8190768403
8531.25	36.0731586391
8625.0	29.9112909138
8718.75	46.9520262611
